experimento,parametro,valor,semilla,ganador,turnos,insolvencias,provincias_ganador,tropas_ganador
desgaste,kBeta,1,1053,galia,200,364,10,0
desgaste,kBeta,1,1054,grecia,21,8,11,0
desgaste,kBeta,1,1055,galia,200,366,10,0
desgaste,kBeta,1,1056,galia,200,366,10,0
desgaste,kBeta,1,1057,galia,200,366,10,0
desgaste,kBeta,1,1058,galia,200,358,9,0
desgaste,kBeta,1,1059,grecia,21,6,12,0
desgaste,kBeta,1,1060,galia,200,366,10,0
desgaste,kBeta,1,1061,galia,200,366,10,0
desgaste,kBeta,1,1062,galia,200,366,10,0
desgaste,kBeta,1,1063,galia,200,358,9,0
desgaste,kBeta,1,1064,grecia,22,6,12,0
desgaste,kBeta,1,1065,grecia,21,6,12,0
desgaste,kBeta,1,1066,galia,200,366,10,0
desgaste,kBeta,1,1067,grecia,21,8,11,0
desgaste,kBeta,1,1068,galia,200,366,10,0
desgaste,kBeta,1,1069,grecia,21,8,11,0
desgaste,kBeta,1,1070,grecia,21,7,12,0
desgaste,kBeta,1,1071,galia,200,366,10,0
desgaste,kBeta,1,1072,galia,200,366,10,0
desgaste,kBeta,1,1073,grecia,22,6,12,0
desgaste,kBeta,1,1074,galia,200,366,10,0
desgaste,kBeta,1,1075,grecia,22,6,12,0
desgaste,kBeta,1,1076,grecia,200,363,10,0
desgaste,kBeta,1,1077,grecia,21,8,11,0
desgaste,kBeta,1,1078,galia,200,364,10,0
desgaste,kBeta,1,1079,galia,200,358,9,0
desgaste,kBeta,1,1080,galia,200,366,10,0
desgaste,kBeta,1,1081,grecia,22,6,12,0
desgaste,kBeta,1,1082,galia,200,358,9,0
desgaste,kBeta,1,1083,grecia,21,8,11,0
desgaste,kBeta,1,1084,grecia,21,8,11,0
desgaste,kBeta,1,1085,galia,200,366,10,0
desgaste,kBeta,1,1086,galia,200,366,10,0
