experimento,parametro,valor,semilla,ganador,turnos,insolvencias,provincias_ganador,tropas_ganador
sensibilidad_fiscal,etaTheta,0.04,1091,grecia,27,8,12,1638
sensibilidad_fiscal,etaTheta,0.04,1092,grecia,200,472,9,0
sensibilidad_fiscal,etaTheta,0.04,1093,grecia,27,8,12,1632
sensibilidad_fiscal,etaTheta,0.04,1094,grecia,200,472,9,0
sensibilidad_fiscal,etaTheta,0.04,1095,grecia,27,7,12,1671
sensibilidad_fiscal,etaTheta,0.04,1096,grecia,27,8,12,1627
sensibilidad_fiscal,etaTheta,0.04,1097,grecia,27,8,12,1637
sensibilidad_fiscal,etaTheta,0.04,1098,grecia,23,3,11,1331
sensibilidad_fiscal,etaTheta,0.04,1099,grecia,27,8,12,1638
sensibilidad_fiscal,etaTheta,0.06,1000,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1001,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1002,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1003,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1004,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1005,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1006,grecia,22,6,12,0
sensibilidad_fiscal,etaTheta,0.06,1007,grecia,21,6,12,0
sensibilidad_fiscal,etaTheta,0.06,1008,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1009,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1010,grecia,21,8,11,0
sensibilidad_fiscal,etaTheta,0.06,1011,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1012,grecia,21,8,11,0
sensibilidad_fiscal,etaTheta,0.06,1013,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1014,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1015,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1016,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1017,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1018,galia,200,358,9,0
sensibilidad_fiscal,etaTheta,0.06,1019,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1020,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1021,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1022,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1023,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1024,grecia,21,6,12,0
sensibilidad_fiscal,etaTheta,0.06,1025,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1026,grecia,21,8,11,0
sensibilidad_fiscal,etaTheta,0.06,1027,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1028,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1029,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1030,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1031,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1032,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1033,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1034,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1035,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1036,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1037,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1038,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1039,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1040,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1041,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1042,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1043,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1044,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1045,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1046,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1047,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1048,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1049,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1050,grecia,22,6,12,0
sensibilidad_fiscal,etaTheta,0.06,1051,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1052,grecia,21,8,11,0
sensibilidad_fiscal,etaTheta,0.06,1053,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1054,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1055,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1056,galia,200,358,9,0
sensibilidad_fiscal,etaTheta,0.06,1057,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1058,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1059,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1060,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1061,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1062,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1063,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1064,galia,19,5,11,1281
sensibilidad_fiscal,etaTheta,0.06,1065,galia,200,366,10,0
sensibilidad_fiscal,etaTheta,0.06,1066,grecia,21,8,11,0
sensibilidad_fiscal,etaTheta,0.06,1067,galia,200,366,10,0
