experimento,parametro,valor,semilla,ganador,turnos,insolvencias,provincias_ganador,tropas_ganador
crecimiento,gL,0.02,1043,grecia,200,366,9,0
crecimiento,gL,0.02,1044,galia,200,358,9,0
crecimiento,gL,0.02,1045,grecia,200,363,10,0
crecimiento,gL,0.02,1046,grecia,200,363,10,0
crecimiento,gL,0.02,1047,grecia,200,366,9,0
crecimiento,gL,0.02,1048,grecia,200,363,10,0
crecimiento,gL,0.02,1049,grecia,200,366,9,0
crecimiento,gL,0.02,1050,grecia,200,363,10,0
crecimiento,gL,0.02,1051,grecia,21,8,11,32
crecimiento,gL,0.02,1052,grecia,200,364,10,0
crecimiento,gL,0.02,1053,galia,200,357,9,0
crecimiento,gL,0.02,1054,grecia,200,363,10,0
crecimiento,gL,0.02,1055,grecia,200,366,9,0
crecimiento,gL,0.02,1056,galia,200,358,9,0
crecimiento,gL,0.02,1057,grecia,200,366,9,0
crecimiento,gL,0.02,1058,grecia,22,6,12,0
crecimiento,gL,0.02,1059,grecia,200,363,10,0
crecimiento,gL,0.02,1060,grecia,200,366,9,0
crecimiento,gL,0.02,1061,grecia,200,363,10,0
crecimiento,gL,0.02,1062,galia,200,358,9,0
crecimiento,gL,0.02,1063,galia,200,358,9,0
crecimiento,gL,0.02,1064,galia,200,357,9,0
crecimiento,gL,0.02,1065,grecia,200,363,10,0
crecimiento,gL,0.02,1066,grecia,200,364,10,0
crecimiento,gL,0.02,1067,grecia,200,363,10,0
crecimiento,gL,0.02,1068,grecia,200,364,10,0
crecimiento,gL,0.02,1069,grecia,200,363,10,0
crecimiento,gL,0.02,1070,galia,200,357,9,0
crecimiento,gL,0.02,1071,galia,200,358,9,0
crecimiento,gL,0.02,1072,grecia,200,366,9,0
crecimiento,gL,0.02,1073,grecia,200,363,10,0
crecimiento,gL,0.02,1074,grecia,200,366,9,0
crecimiento,gL,0.02,1075,grecia,200,363,10,0
crecimiento,gL,0.02,1076,grecia,200,363,10,0
crecimiento,gL,0.02,1077,grecia,200,364,10,0
crecimiento,gL,0.02,1078,grecia,200,363,10,0
crecimiento,gL,0.02,1079,galia,200,358,9,0
crecimiento,gL,0.02,1080,grecia,200,363,10,0
crecimiento,gL,0.02,1081,grecia,200,366,9,0
crecimiento,gL,0.02,1082,grecia,22,6,12,0
crecimiento,gL,0.02,1083,grecia,200,364,10,0
crecimiento,gL,0.02,1084,grecia,21,8,11,34
crecimiento,gL,0.02,1085,grecia,19,5,11,929
crecimiento,gL,0.02,1086,grecia,22,6,12,7
crecimiento,gL,0.02,1087,grecia,200,364,10,0
crecimiento,gL,0.02,1088,galia,200,358,9,0
crecimiento,gL,0.02,1089,grecia,21,6,12,0
crecimiento,gL,0.02,1090,grecia,200,363,10,0
crecimiento,gL,0.02,1091,grecia,21,6,12,0
crecimiento,gL,0.02,1092,grecia,200,363,10,0
crecimiento,gL,0.02,1093,grecia,200,363,10,0
crecimiento,gL,0.02,1094,grecia,200,363,10,0
crecimiento,gL,0.02,1095,grecia,200,364,10,0
crecimiento,gL,0.02,1096,grecia,200,363,10,0
crecimiento,gL,0.02,1097,grecia,22,6,12,0
crecimiento,gL,0.02,1098,grecia,200,366,9,0
crecimiento,gL,0.02,1099,grecia,200,363,10,0
crecimiento,gL,0.03,1000,grecia,200,363,10,0
crecimiento,gL,0.03,1001,galia,200,357,9,0
crecimiento,gL,0.03,1002,grecia,200,363,10,0
crecimiento,gL,0.03,1003,grecia,200,363,10,0
crecimiento,gL,0.03,1004,grecia,200,363,10,0
crecimiento,gL,0.03,1005,grecia,200,363,10,0
crecimiento,gL,0.03,1006,grecia,22,7,12,0
crecimiento,gL,0.03,1007,grecia,200,363,10,0
crecimiento,gL,0.03,1008,grecia,200,363,10,0
crecimiento,gL,0.03,1009,galia,200,358,9,0
crecimiento,gL,0.03,1010,grecia,22,7,12,0
crecimiento,gL,0.03,1011,grecia,200,363,10,0
crecimiento,gL,0.03,1012,galia,200,358,9,0
crecimiento,gL,0.03,1013,grecia,200,363,10,0
crecimiento,gL,0.03,1014,grecia,200,363,10,0
crecimiento,gL,0.03,1015,grecia,200,363,10,0
crecimiento,gL,0.03,1016,grecia,19,4,11,1374
crecimiento,gL,0.03,1017,grecia,200,363,10,0
crecimiento,gL,0.03,1018,grecia,200,363,10,0
crecimiento,gL,0.03,1019,grecia,200,363,10,0
crecimiento,gL,0.03,1020,galia,200,357,9,0
crecimiento,gL,0.03,1021,grecia,200,363,10,0
crecimiento,gL,0.03,1022,galia,200,358,9,0
crecimiento,gL,0.03,1023,grecia,200,363,10,0
crecimiento,gL,0.03,1024,grecia,200,363,10,0
crecimiento,gL,0.03,1025,galia,200,358,9,0
crecimiento,gL,0.03,1026,galia,200,358,9,0
crecimiento,gL,0.03,1027,galia,200,356,9,0
crecimiento,gL,0.03,1028,grecia,200,363,10,0
crecimiento,gL,0.03,1029,galia,200,356,9,0
crecimiento,gL,0.03,1030,grecia,200,363,10,0
crecimiento,gL,0.03,1031,galia,200,358,9,0
crecimiento,gL,0.03,1032,grecia,200,363,10,0
crecimiento,gL,0.03,1033,grecia,200,363,10,0
crecimiento,gL,0.03,1034,grecia,200,363,10,0
crecimiento,gL,0.03,1035,grecia,200,363,10,0
crecimiento,gL,0.03,1036,grecia,200,363,10,0
crecimiento,gL,0.03,1037,grecia,200,363,10,0
crecimiento,gL,0.03,1038,grecia,200,363,10,0
crecimiento,gL,0.03,1039,galia,200,358,9,0
crecimiento,gL,0.03,1040,galia,200,358,9,0
crecimiento,gL,0.03,1041,grecia,200,363,10,0
crecimiento,gL,0.03,1042,grecia,200,363,10,0
crecimiento,gL,0.03,1043,grecia,22,7,12,0
crecimiento,gL,0.03,1044,galia,200,358,9,0
crecimiento,gL,0.03,1045,grecia,200,363,10,0
crecimiento,gL,0.03,1046,grecia,200,363,10,0
crecimiento,gL,0.03,1047,grecia,200,363,10,0
crecimiento,gL,0.03,1048,grecia,200,363,10,0
crecimiento,gL,0.03,1049,grecia,200,363,10,0
crecimiento,gL,0.03,1050,grecia,200,363,10,0
crecimiento,gL,0.03,1051,galia,200,358,9,0
crecimiento,gL,0.03,1052,grecia,22,7,12,0
crecimiento,gL,0.03,1053,galia,200,358,9,0
crecimiento,gL,0.03,1054,grecia,22,7,12,0
crecimiento,gL,0.03,1055,grecia,200,363,10,0
crecimiento,gL,0.03,1056,galia,200,358,9,0
crecimiento,gL,0.03,1057,grecia,200,363,10,0
crecimiento,gL,0.03,1058,galia,200,357,9,0
crecimiento,gL,0.03,1059,grecia,200,363,10,0
crecimiento,gL,0.03,1060,grecia,200,363,10,0
crecimiento,gL,0.03,1061,grecia,200,363,10,0
crecimiento,gL,0.03,1062,grecia,200,363,10,0
crecimiento,gL,0.03,1063,grecia,200,363,10,0
crecimiento,gL,0.03,1064,galia,200,358,9,0
crecimiento,gL,0.03,1065,grecia,200,363,10,0
crecimiento,gL,0.03,1066,grecia,200,363,10,0
crecimiento,gL,0.03,1067,grecia,21,3,12,1563
crecimiento,gL,0.03,1068,grecia,200,363,10,0
crecimiento,gL,0.03,1069,grecia,21,3,12,1581
crecimiento,gL,0.03,1070,galia,200,357,9,0
crecimiento,gL,0.03,1071,galia,200,358,9,0
crecimiento,gL,0.03,1072,grecia,200,363,10,0
crecimiento,gL,0.03,1073,grecia,200,363,10,0
crecimiento,gL,0.03,1074,grecia,200,363,10,0
crecimiento,gL,0.03,1075,grecia,19,4,11,1369
crecimiento,gL,0.03,1076,grecia,22,7,12,0
crecimiento,gL,0.03,1077,grecia,22,7,12,0
crecimiento,gL,0.03,1078,grecia,200,363,10,0
crecimiento,gL,0.03,1079,galia,200,358,9,0
crecimiento,gL,0.03,1080,grecia,200,363,10,0
crecimiento,gL,0.03,1081,galia,200,358,9,0
crecimiento,gL,0.03,1082,galia,200,357,9,0
crecimiento,gL,0.03,1083,grecia,200,363,10,0
crecimiento,gL,0.03,1084,galia,200,358,9,0
crecimiento,gL,0.03,1085,grecia,19,4,11,1421
crecimiento,gL,0.03,1086,grecia,200,363,10,0
crecimiento,gL,0.03,1087,grecia,200,363,10,0
crecimiento,gL,0.03,1088,galia,200,358,9,0
crecimiento,gL,0.03,1089,galia,200,357,9,0
crecimiento,gL,0.03,1090,grecia,200,363,10,0
crecimiento,gL,0.03,1091,galia,200,357,9,0
crecimiento,gL,0.03,1092,grecia,200,363,10,0
crecimiento,gL,0.03,1093,grecia,200,363,10,0
crecimiento,gL,0.03,1094,grecia,200,363,10,0
crecimiento,gL,0.03,1095,grecia,200,363,10,0
crecimiento,gL,0.03,1096,grecia,22,7,12,0
crecimiento,gL,0.03,1097,grecia,200,363,10,0
crecimiento,gL,0.03,1098,grecia,200,363,10,0
crecimiento,gL,0.03,1099,grecia,200,363,10,0
crecimiento,gL,0.05,1000,galia,200,356,9,0
crecimiento,gL,0.05,1001,grecia,19,3,11,1720
crecimiento,gL,0.05,1002,galia,200,362,9,0
crecimiento,gL,0.05,1003,galia,200,362,9,0
crecimiento,gL,0.05,1004,grecia,200,366,10,0
crecimiento,gL,0.05,1005,grecia,22,9,12,0
crecimiento,gL,0.05,1006,galia,200,362,9,0
crecimiento,gL,0.05,1007,grecia,200,362,9,0
crecimiento,gL,0.05,1008,grecia,22,9,12,0
crecimiento,gL,0.05,1009,grecia,22,9,12,0
crecimiento,gL,0.05,1010,galia,200,362,9,0
crecimiento,gL,0.05,1011,grecia,22,9,12,0
crecimiento,gL,0.05,1012,grecia,22,9,12,0
crecimiento,gL,0.05,1013,grecia,22,9,12,0
crecimiento,gL,0.05,1014,grecia,22,9,12,0
crecimiento,gL,0.05,1015,grecia,22,9,12,0
crecimiento,gL,0.05,1016,grecia,19,4,11,1764
crecimiento,gL,0.05,1017,grecia,22,9,12,0
crecimiento,gL,0.05,1018,grecia,22,9,12,0
crecimiento,gL,0.05,1019,grecia,22,9,12,0
crecimiento,gL,0.05,1020,galia,200,365,9,0
crecimiento,gL,0.05,1021,grecia,22,9,12,0
crecimiento,gL,0.05,1022,grecia,19,4,11,1741
crecimiento,gL,0.05,1023,grecia,200,366,10,0
crecimiento,gL,0.05,1024,grecia,200,362,9,0
crecimiento,gL,0.05,1025,grecia,22,9,12,0
crecimiento,gL,0.05,1026,grecia,22,9,12,0
crecimiento,gL,0.05,1027,galia,200,356,9,0
crecimiento,gL,0.05,1028,grecia,22,9,12,0
crecimiento,gL,0.05,1029,grecia,22,8,12,1727
crecimiento,gL,0.05,1030,grecia,22,9,12,0
crecimiento,gL,0.05,1031,grecia,19,4,11,1769
crecimiento,gL,0.05,1032,galia,200,362,9,0
crecimiento,gL,0.05,1033,grecia,22,9,12,0
crecimiento,gL,0.05,1034,grecia,200,362,9,0
crecimiento,gL,0.05,1035,grecia,22,9,12,0
crecimiento,gL,0.05,1036,grecia,19,3,11,1734
crecimiento,gL,0.05,1037,grecia,22,9,12,0
crecimiento,gL,0.05,1038,grecia,21,9,11,1671
crecimiento,gL,0.05,1039,grecia,19,3,11,1757
crecimiento,gL,0.05,1040,grecia,22,9,12,0
crecimiento,gL,0.05,1041,grecia,22,9,12,0
crecimiento,gL,0.05,1042,grecia,22,8,12,1703
crecimiento,gL,0.05,1043,grecia,200,362,9,0
crecimiento,gL,0.05,1044,grecia,22,9,12,0
crecimiento,gL,0.05,1045,grecia,22,8,12,1722
crecimiento,gL,0.05,1046,grecia,22,11,12,0
crecimiento,gL,0.05,1047,grecia,22,9,12,0
crecimiento,gL,0.05,1048,grecia,22,9,12,0
crecimiento,gL,0.05,1049,grecia,200,365,10,0
crecimiento,gL,0.05,1050,galia,200,362,9,0
crecimiento,gL,0.05,1051,grecia,19,3,11,1780
crecimiento,gL,0.05,1052,grecia,21,9,11,1669
crecimiento,gL,0.05,1053,grecia,200,550,10,0
crecimiento,gL,0.05,1054,grecia,200,362,9,0
crecimiento,gL,0.05,1055,galia,200,362,9,0
crecimiento,gL,0.05,1056,grecia,22,9,12,0
crecimiento,gL,0.05,1057,grecia,22,9,12,0
crecimiento,gL,0.05,1058,galia,200,356,9,0
crecimiento,gL,0.05,1059,galia,200,362,9,0
crecimiento,gL,0.05,1060,grecia,22,9,12,0
crecimiento,gL,0.05,1061,grecia,22,8,12,1704
crecimiento,gL,0.05,1062,grecia,22,9,12,0
crecimiento,gL,0.05,1063,grecia,22,9,12,0
crecimiento,gL,0.05,1064,grecia,22,8,12,1722
crecimiento,gL,0.05,1065,grecia,22,9,12,0
crecimiento,gL,0.05,1066,galia,200,362,9,0
crecimiento,gL,0.05,1067,grecia,200,362,9,0
crecimiento,gL,0.05,1068,grecia,21,9,11,1672
crecimiento,gL,0.05,1069,galia,200,362,9,0
crecimiento,gL,0.05,1070,grecia,22,9,12,0
crecimiento,gL,0.05,1071,grecia,22,8,12,1709
crecimiento,gL,0.05,1072,grecia,22,9,12,0
crecimiento,gL,0.05,1073,grecia,22,9,12,0
crecimiento,gL,0.05,1074,grecia,22,9,12,0
crecimiento,gL,0.05,1075,grecia,22,9,12,0
crecimiento,gL,0.05,1076,grecia,21,9,11,1667
crecimiento,gL,0.05,1077,grecia,200,362,9,0
crecimiento,gL,0.05,1078,grecia,200,362,9,0
